N                                       x0                                      x1                                      x2                                      |x|
0                                       1                                       1                                       1                                       1.732050807568877                       
1                                       6                                       -0.4000000000000001                     0.2                                     6.016643582596529                       
2                                       11.2                                    0.3100000000000001                      2.04                                    11.38848980330579                       
3                                       14.3                                    1.182                                   2.654                                   14.59214994440504                       
4                                       11.524                                  1.6777                                  2.7508                                  11.96595812837401                       
5                                       8.936999999999999                       1.26614                                 1.89818                                 9.223674257691453                       
6                                       7.995879999999998                       0.835459                                1.627716                                8.202533028993969                       
7                                       9.49811                                 0.6807677999999999                      1.6979006                               9.67266275733302                        
8                                       10.7069956                              0.9096115300000003                      2.09116132                              10.94715047764451                       
9                                       10.9069761                              1.110607406                             2.195632202                             11.18107227517525                       
10                                      10.118884372                            1.1458280251                            2.1150307764                            10.40087005890034                       
11                                      9.585154955                             1.02358419462                           1.93628005934                           9.832197139146196                       
12                                      9.603615069639998                       0.9345872462170002                      1.902880474228                          9.834827391764744                       
13                                      10.00399841961                          0.9356862841573999                      1.9599706661978                         10.23703952391879                       
14                                      10.2257649598468                        0.9985982962513902                      2.03938791342756                        10.47485420579882                       
15                                      10.1659618762019                        1.035834139648398                       2.045994014218526                       10.42141184002771                       
16                                      9.968971218983715                       1.027193982141211                       2.011691891451341                       10.2216641946409                        
17                                      9.883603672958095                       0.9959302774201242                      1.977477854512016                       10.12856936327526                       
18                                      9.934329753527319                       0.9814144436693153                      1.979162568139545                       10.17699201302554                       
19                                      10.02816361054229                       0.9891075914360752                      1.998017284503875                       10.272997240164                         
20                                      10.05742358939905                       1.004125405806537                       2.012168167246812                       10.30576818196819                       
21                                      10.02392023414803                       1.009221946772198                       2.009009474395888                       10.27295599458215                       
22                                      9.980706216950363                       1.004038508841999                       1.999250878766287                       10.22837201086063                       
23                                      9.972772462013154                       0.9970684764808688                      1.993718138084873                       10.21886726305848                       
24                                      9.992461693454281                       0.995601776206217                       1.996313406514109                       10.23844621067885                       
25                                      10.01164296881914                       0.9986849243438476                      2.001131272967126                       10.25840596217874                       
26                                      10.01241554580542                       1.001803008971227                       2.003117639157519                       10.25985158796041                       
27                                      10.00165250280271                       1.002018213828689                       2.001401303778348                       10.24903412358598                       
28                                      9.993495932141258                       1.000317940609325                       1.999119572263329                       10.24046268448038                       
29                                      9.994570645397371                       0.9989803684343552                      1.998508422062657                       10.24126164471016                       
30                                      10.0001514776445                        0.9991110179127385                      1.999525908018861                       10.2469193545567                        
31                                      10.00343752459901                       0.9999990170476178                      2.000563684781256                       10.25041537692583                       
32                                      10.00226063683932                       1.000543812928915                       2.000688094691232                       10.24934430200756                       
33                                      9.999489501191437                       1.000373500260459                       2.000125839610514                       10.24651359237564                       
34                                      9.998262356879302                       0.9999297171592416                      1.999673800082012                       10.24518447383854                       
35                                      9.999116897372598                       0.9997230435359961                      1.999694641080315                       10.24600232035229                       
36                                      10.00044030310529                       0.9998522666599057                      1.999989553352922                       10.24736400371521                       
37                                      10.00084461345226                       1.000065523133439                       2.000176700625114                       10.24781590714337                       
38                                      10.00031366369982                       1.000135527049094                       2.000129608810388                       10.24729539424365                       
39                                      9.999705272946986                       1.000053529995493                       1.999981416510508                       10.24666473907718                       
40                                      9.999604486069074                       0.9999548617675735                      1.999908936592102                       10.24654260509594                       
41                                      9.999906575762965                       0.9999361197399665                      1.999947980153271                       10.24684320612291                       
42                                      10.00017520217328                       0.9999833853721085                      2.000019643308613                       10.24712395839936                       
43                                      10.0001782610018                        1.000027262491423                       2.000045009211392                       10.24713617633778                       
44                                      10.00001646189703                       1.00002898961084                        2.000019294705507                       10.24697342621068                       
45                                      9.999903241156986                       1.000003434019829                       1.999985898612901                       10.2468539218242                        
46                                      9.999922990332628                       0.9999847811041929                      1.9999785878195                         10.24686994778208                       
47                                      10.00000566465284                       0.9999873779408694                      1.99999372940401                        10.24695383842366                       
48                                      10.00005064997082                       1.000000536168127                       2.000008706166047                       10.24700194686516                       
49                                      10.00003160765542                       1.000008032803926                       2.000009808293289                       10.24698431017874                       
50                                      9.999991036349599                       1.000005231562978                       2.000001501848729                       10.24694282201393                       
51                                      9.999974618017045                       0.9999987305448763                      1.999995068332133                       10.24692490923152                       
52                                      9.999987890059273                       0.9999959461191636                      1.999995685276483                       10.24693771010205                       
53                                      10.00000706439095                       0.9999979677727153                      2.000000010340357                       10.24695746379285                       
54                                      10.00001223472513                       1.000001060175661                       2.000002632214561                       10.24696332304698                       
55                                      10.00000416780428                       1.000001966819498                       2.00000181083963                        10.24695537870189                       
56                                      9.999995442441532                       1.000000715712624                       1.999999653469158                       10.24694632044854                       
57                                      9.999994319600887                       0.999999299039688                       1.999998659060732                       10.24694489232643                       
58                                      9.9999988420048                         0.9999990808931698                      1.999999284496365                       10.24694940652439                       
59                                      10.00000265262644                       0.9999997905255382                      2.000000319865058                       10.2469533966466                        
60                                      10.000002536307                         1.000000413887219                       2.000000656209965                       10.24695340961212                       
61                                      10.00000014151655                       1.000000413256549                       2.000000258929069                       10.24695099493311                       
62                                      9.999998556176985                       1.000000034173936                       1.99999978034938                        10.24694931739624                       
63                                      9.999998916353906                       0.9999997724440168                      1.999999690731036                       10.24694962585899                       
64                                      10.00000012826004                       0.9999998219896378                      1.999999919804371                       10.24695085810397                       
65                                      10.00000074727966                       1.000000015229225                       2.000000132458226                       10.24695152256929                       
66                                      10.00000043845755                       1.00000011871486                        2.000000140318397                       10.24695123282309                       
67                                      9.999999848984425                       1.000000072784553                       2.000000016462595                       10.2469506288997                        
68                                      9.99999962914306                        0.9999999781707936                      1.999999926126153                       10.24695038749127                       
69                                      9.999999835479851                       0.9999999406777669                      1.999999938926136                       10.24695058769472                       
70                                      10.00000011163794                       0.9999999722682846                      2.00000000268931                        10.24695087272564                       
71                                      10.00000017714753                       1.000000016880157                       2.000000038966617                       10.24695094809073                       
72                                      10.00000005458553                       1.000000028520461                       2.000000025301413                       10.24695082695126                       
73                                      9.999999930082884                       1.0000000094529                         1.999999993804829                       10.24695069744082                       
74                                      9.999999918501917                       0.9999999892026743                      1.999999980344837                       10.24695068153561                       
75                                      9.999999986163303                       0.9999999867925295                      1.999999990178779                       10.24695074925054                       
76                                      10.00000003995994                       0.9999999974334344                      2.000000005157143                       10.2469508057126                        
77                                      10.00000003602797                       1.000000006251848                       2.000000009531927                       10.24695080358985                       
78                                      10.00000000061662                       1.000000005880791                       2.000000003454485                       10.24695076780951                       
79                                      9.999999978533189                       1.000000000265217                       1.999999996594849                       10.2469507443714                        
80                                      9.999999984788094                       0.9999999966097211                      1.999999995547508                       10.2469507499144                        
81                                      10.0000000025317                        0.9999999974955895                      1.999999998991786                       10.2469507679891                        
82                                      10.00000001099361                       1.000000000329345                       2.000000002008987                       10.24695077711251                       
83                                      10.00000000605988                       1.00000000174949                        2.000000002001114                       10.24695077243474                       
84                                      9.999999997507516                       1.000000001009038                       2.000000000162282                       10.24695076365733                       
85                                      9.999999994594901                       0.9999999996342415                      1.999999998896081                       10.2469507604336                        
86                                      9.999999997778874                       0.9999999991340394                      1.999999999138435                       10.24695076353933                       
87                                      10.00000000174951                       0.999999999623753                       2.000000000075351                       10.24695076764493                       
88                                      10.00000000255889                       1.000000000266194                       2.000000000575649                       10.24695076859515                       
89                                      10.00000000070544                       1.000000000412616                       2.000000000352061                       10.24695076675702                       
90                                      9.999999998932552                       1.000000000123419                       1.999999999893518                       10.24695076490914                       
91                                      9.999999998833559                       0.9999999998345588                      1.999999999712459                       10.246950764749                         
92                                      9.999999999842483                       0.9999999998106568                      1.999999999865977                       10.24695076576124                       
93                                      10.00000000059997                       0.9999999999696714                      2.000000000082103                       10.24695076655817                       
94                                      10.00000000051038                       1.0000000000941                         2.000000000138191                       10.24695076649384                       
95                                      9.999999999988162                       1.000000000083467                       2.000000000045616                       10.2469507659651                        
96                                      9.999999999681663                       1.000000000000505                       1.999999999947552                       10.24695076563875                       
97                                      9.999999999787178                       0.999999999949627                       1.999999999936029                       10.24695076573451                       
98                                      10.00000000004636                       0.9999999999648783                      1.99999999998766                        10.246950765999                         
99                                      10.00000000016137                       1.000000000006336                       2.000000000030344                       10.24695076612362                       
100                                     10.00000000008336                       1.000000000025723                       2.000000000028472                       10.24695076604901                       
101                                     9.999999999959552                       1.000000000013927                       2.000000000001238                       10.24695076592173                       
102                                     9.999999999921389                       0.9999999999939948                      1.999999999983554                       10.24695076587909                       
103                                     9.999999999970248                       0.9999999999873861                      1.999999999987881                       10.24695076592697                       
104                                     10.00000000002721                       0.9999999999949314                      2.000000000001618                       10.24695076598597                       
105                                     10.00000000003688                       1.000000000004162                       2.000000000008483                       10.24695076599766                       
106                                     10.00000000000896                       1.000000000005957                       2.00000000000488                        10.24695076596987                       
107                                     9.999999999983777                       1.000000000001588                       1.999999999998218                       10.24695076594357                       
108                                     9.999999999983345                       0.9999999999974774                      1.999999999995803                       10.24695076594228                       
109                                     9.999999999998348                       0.9999999999972919                      1.999999999998183                       10.24695076595737                       
110                                     10.00000000000898                       0.9999999999996614                      2.000000000001295                       10.24695076596858                       
111                                     10.00000000000721                       1.000000000001412                       2.000000000001999                       10.24695076596716                       
112                                     9.999999999999527                       1.000000000001182                       2.000000000000595                       10.24695076595937                       
113                                     9.999999999995289                       0.9999999999999591                      1.999999999999197                       10.24695076595484                       
114                                     9.999999999997032                       0.9999999999992535                      1.999999999999082                       10.24695076595645                       
115                                     10.00000000000081                       0.9999999999995091                      1.999999999999854                       10.24695076596031                       
116                                     10.00000000000236                       1.000000000000114                       2.000000000000457                       10.246950765962                         
117                                     10.00000000000114                       1.000000000000377                       2.000000000000404                       10.24695076596083                       
118                                     9.999999999999353                       1.000000000000191                       2.000000000000002                       10.24695076595899                       
119                                     9.99999999999886                        0.9999999999999032                      1.999999999999756                       10.24695076595843                       
120                                     9.999999999999606                       0.999999999999817                       1.99999999999983                        10.24695076595916                       
121                                     10.00000000000042                       0.9999999999999325                      2.000000000000031                       10.24695076596001                       
122                                     10.00000000000053                       1.000000000000065                       2.000000000000124                       10.24695076596015                       
123                                     10.00000000000011                       1.000000000000086                       2.000000000000068                       10.24695076595973                       
124                                     9.999999999999755                       1.00000000000002                        1.999999999999971                       10.24695076595936                       
125                                     9.999999999999762                       0.9999999999999618                      1.999999999999939                       10.24695076595935                       
126                                     9.999999999999986                       0.9999999999999614                      1.999999999999975                       10.24695076595958                       
127                                     10.00000000000013                       0.9999999999999967                      2.00000000000002                        10.24695076595973                       
128                                     10.0000000000001                        1.000000000000021                       2.000000000000028                       10.2469507659597                        
129                                     9.999999999999988                       1.000000000000017                       2.000000000000008                       10.24695076595959                       
130                                     9.999999999999932                       0.9999999999999987                      1.999999999999988                       10.24695076595953                       
131                                     9.999999999999957                       0.9999999999999893                      1.999999999999988                       10.24695076595955                       
132                                     10.00000000000001                       0.9999999999999931                      1.999999999999998                       10.24695076595961                       
133                                     10.00000000000003                       1.000000000000002                       2.000000000000007                       10.24695076595963                       
134                                     10.00000000000001                       1.000000000000005                       2.000000000000005                       10.24695076595961                       
135                                     9.999999999999989                       1.000000000000003                       2                                       10.24695076595959                       
136                                     9.999999999999984                       0.9999999999999987                      1.999999999999996                       10.24695076595958                       
137                                     9.999999999999993                       0.9999999999999976                      1.999999999999998                       10.24695076595959                       
138                                     10.00000000000001                       0.9999999999999989                      2                                       10.2469507659596                        
139                                     10.00000000000001                       1.000000000000001                       2.000000000000002                       10.24695076595961                       
140                                     10                                      1.000000000000001                       2.000000000000001                       10.2469507659596                        
141                                     9.999999999999996                       1                                       1.999999999999999                       10.24695076595959                       
142                                     9.999999999999995                       0.9999999999999996                      1.999999999999999                       10.24695076595959                       
143                                     10                                      0.9999999999999991                      1.999999999999999                       10.2469507659596                        
144                                     10                                      1                                       2                                       10.2469507659596                        
145                                     10                                      1.000000000000001                       2.000000000000001                       10.2469507659596                        
146                                     10                                      1                                       2                                       10.2469507659596                        
147                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
148                                     9.999999999999996                       0.9999999999999998                      1.999999999999999                       10.24695076595959                       
149                                     9.999999999999998                       0.9999999999999996                      2                                       10.2469507659596                        
150                                     10                                      1                                       2                                       10.2469507659596                        
151                                     10                                      1                                       2                                       10.2469507659596                        
152                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
153                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
154                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
155                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
156                                     10                                      1                                       2                                       10.2469507659596                        
157                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
158                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
159                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
160                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
161                                     10                                      1                                       2                                       10.2469507659596                        
162                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
163                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
164                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
165                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
166                                     10                                      1                                       2                                       10.2469507659596                        
167                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
168                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
169                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
170                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
171                                     10                                      1                                       2                                       10.2469507659596                        
172                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
173                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
174                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
175                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
176                                     10                                      1                                       2                                       10.2469507659596                        
177                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
178                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
179                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
180                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
181                                     10                                      1                                       2                                       10.2469507659596                        
182                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
183                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
184                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
185                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
186                                     10                                      1                                       2                                       10.2469507659596                        
187                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
188                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
189                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
190                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
191                                     10                                      1                                       2                                       10.2469507659596                        
192                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
193                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
194                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
195                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
196                                     10                                      1                                       2                                       10.2469507659596                        
197                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
198                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
199                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
200                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
201                                     10                                      1                                       2                                       10.2469507659596                        
202                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
203                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
204                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
205                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
206                                     10                                      1                                       2                                       10.2469507659596                        
207                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
208                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
209                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
210                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
211                                     10                                      1                                       2                                       10.2469507659596                        
212                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
213                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
214                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
215                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
216                                     10                                      1                                       2                                       10.2469507659596                        
217                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
218                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
219                                     9.999999999999998                       0.9999999999999998                      1.999999999999999                       10.2469507659596                        
220                                     10                                      0.9999999999999998                      2                                       10.2469507659596                        
221                                     10                                      1                                       2                                       10.2469507659596                        
222                                     9.999999999999998                       1                                       2                                       10.2469507659596                        
223                                     9.999999999999996                       1                                       2                                       10.24695076595959                       
